Position #,FullName,Gender,Salary,Department,DepartmentName,Division,AssignmentCategory,Title,HiringAnalyst,VacancyStatus,VacancyDate,BudgetDate,PostingDate,InterviewDate,OfferDate,AcceptanceDate,SecurityCheckDate,HireDate
17886,"ZETTY, BETHANIE",F,"$86,242.02 ",HCA,Department of Housing and Community Affairs,Technical Services,Fulltime-Regular,Administrative Specialist II,JENNIFER MARTINEZ,Filled,10/12/1989,10/26/1989,11/6/1989,11/28/1989,12/12/1989,12/21/1989,1/6/1990,1/12/1990
17887,"NOUN, JERLENE",F,"$60,208.65 ",LIB,Department of Public Libraries,Collection Development,Parttime-Regular,Librarian II,SUSAN HERNANDEZ,Filled,10/20/1989,11/4/1989,11/11/1989,12/5/1989,12/19/1989,12/29/1989,1/4/1990,1/12/1990
17888,"CLAVIN, KAREN",F,"$150,554.36 ",HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Manager II,DAVID ANDERSON,Filled,11/4/1989,11/10/1989,11/19/1989,12/7/1989,12/20/1989,12/26/1989,1/4/1990,1/12/1990
17889,"NETTLES, HAILEY",F,"$68,878.16 ",COR,Correction and Rehabilitation,DO Fiscal Services,Fulltime-Regular,Office Services Coordinator,JAMES JOHNSON,Filled,11/21/1989,12/1/1989,12/4/1989,12/17/1989,12/23/1989,12/24/1989,12/30/1989,1/12/1990
17890,"KERSWILL, TAJUANA",F,"$100,347.75 ",HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,DAVID ANDERSON,Filled,10/20/1989,11/8/1989,11/15/1989,12/6/1989,12/17/1989,12/21/1989,12/29/1989,1/12/1990
17891,"EHLEBRACHT, DACIA",F,"$132,923.07 ",COR,Correction and Rehabilitation,PTS Pre-Trial Services,Fulltime-Regular,Manager II,JAMES JOHNSON,Filled,11/7/1989,11/18/1989,11/19/1989,12/7/1989,12/15/1989,12/20/1989,12/28/1989,1/12/1990
17892,"CAUTHORNE, FLORINDA",F,"$84,551.00 ",COR,Correction and Rehabilitation,DS Inmate Records,Fulltime-Regular,Administrative Specialist II,MARY SMITH,Filled,10/7/1989,10/28/1989,11/8/1989,11/25/1989,12/10/1989,12/22/1989,12/27/1989,1/12/1990
17893,"GATT, HERMINE",F,"$26,078.06 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,MARGARET MARTIN,Filled,10/4/1989,10/19/1989,11/1/1989,11/23/1989,12/4/1989,12/15/1989,12/27/1989,1/12/1990
17894,"RICALDE, RAPHAEL",M,"$104,196.06 ",HHS,Department of Health and Human Services,Cancer and Tobacco Prevention,Fulltime-Regular,Program Manager II,RICHARD THOMAS,Filled,10/28/1989,11/6/1989,11/18/1989,12/5/1989,12/17/1989,12/28/1989,1/3/1990,1/11/1990
17895,"MICALI, EZEKIEL",M,"$72,174.16 ",DPS,Department of Permitting Services,Land Development Permit Processing,Fulltime-Regular,Permit Technician III,BARBARA DAVIS,Filled,10/23/1989,11/3/1989,11/7/1989,12/2/1989,12/16/1989,12/24/1989,12/30/1989,1/11/1990
17896,"HESSMAN, SEYMOUR",M,"$100,347.75 ",DPS,Department of Permitting Services,Zoning,Fulltime-Regular,Senior Permitting Services Specialist,BARBARA DAVIS,Filled,11/13/1989,11/19/1989,11/24/1989,12/9/1989,12/17/1989,12/22/1989,12/30/1989,1/11/1990
17897,"LIESMAN, HERSCHEL",M,"$76,958.00 ",DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Safety and Training Instructor,BARBARA DAVIS,Filled,11/9/1989,11/18/1989,11/26/1989,12/13/1989,12/22/1989,12/25/1989,12/31/1989,1/10/1990
17898,"SUSEE, SHARDA",F,"$33,367.58 ",CCL,County Council,Council Central Staff,Parttime-Regular,Principal Administrative Aide,MARY SMITH,Filled,10/12/1989,10/28/1989,11/7/1989,11/27/1989,12/12/1989,12/18/1989,12/31/1989,1/10/1990
17899,"CONDER, SOO",F,"$115,707.11 ",DOT,Department of Transportation,Director Management Services,Fulltime-Regular,Senior Engineer,ROBERT MILLER,Filled,10/28/1989,11/14/1989,11/19/1989,12/5/1989,12/21/1989,12/24/1989,12/30/1989,1/10/1990
17900,"FEDUS, JERAMY",M,"$75,637.02 ",DLC,Department of Liquor Control,Administration,Fulltime-Regular,Alcohol Beverage Purchasing Specialist,JOHN BROWN,Filled,10/9/1989,10/21/1989,10/31/1989,11/21/1989,12/3/1989,12/11/1989,12/28/1989,1/10/1990
17901,"THEUT, JENICE",F,"$65,736.66 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,10/16/1989,10/24/1989,11/5/1989,11/25/1989,12/7/1989,12/17/1989,12/26/1989,1/10/1990
17902,"SCIARAPPA, TOBIE",F,"$102,153.00 ",HHS,Department of Health and Human Services,Abused Persons Program,Fulltime-Regular,Supervisory Therapist,RICHARD THOMAS,Filled,11/3/1989,11/16/1989,11/26/1989,12/15/1989,12/27/1989,1/5/1990,1/7/1990,1/9/1990
17903,"WELBOURN, NOVELLA",F,"$65,736.66 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/1/1989,11/13/1989,11/17/1989,12/9/1989,12/26/1989,12/31/1989,1/5/1990,1/9/1990
17904,"CHEGE, LISE",F,"$82,276.26 ",LIB,Department of Public Libraries,Olney Library,Fulltime-Regular,Library Assistant Supervisor,SUSAN HERNANDEZ,Filled,10/22/1989,10/29/1989,11/12/1989,12/7/1989,12/18/1989,12/27/1989,1/4/1990,1/9/1990
17905,"MEJIAS, DENNY",M,"$74,902.68 ",DOT,Department of Transportation,Transit Central Communication,Fulltime-Regular,Transit Communications Supervisor,ROBERT MILLER,Filled,10/29/1989,11/12/1989,11/17/1989,12/7/1989,12/17/1989,12/24/1989,1/4/1990,1/9/1990
17906,"SMITHWICK, EARLE",M,"$79,266.74 ",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Electrician II,PATRICIA WILLIAMS,Filled,11/6/1989,11/17/1989,11/25/1989,12/11/1989,12/21/1989,12/28/1989,1/3/1990,1/9/1990
17907,"FRUCHTMAN, ESTA",F,"$75,637.02 ",DOT,Department of Transportation,Transit Fare Media,Fulltime-Regular,Program Specialist I,BARBARA DAVIS,Filled,11/5/1989,11/16/1989,11/23/1989,12/10/1989,12/19/1989,12/22/1989,12/29/1989,1/9/1990
17908,"KALSI, KAYLENE",F,"$100,347.75 ",HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Therapist II,RICHARD THOMAS,Filled,11/10/1989,11/12/1989,11/21/1989,12/9/1989,12/20/1989,12/24/1989,12/28/1989,1/9/1990
17909,"GUDZ, AMOS",M,"$104,196.06 ",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Program Manager II,THOMAS WHITE,Filled,10/14/1989,10/26/1989,11/8/1989,11/27/1989,12/10/1989,12/18/1989,12/26/1989,1/9/1990
17910,"TROMBETTI, SPENCER",M,"$79,266.74 ",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,MARGARET MARTIN,Filled,10/24/1989,11/6/1989,11/10/1989,11/26/1989,12/11/1989,12/17/1989,12/24/1989,1/9/1990
17911,"NOTARO, ULRIKE",F,"$65,736.66 ",POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,Fulltime-Regular,Police Aide,DOROTHY THOMPSON,Filled,9/29/1989,10/13/1989,10/22/1989,11/17/1989,12/1/1989,12/11/1989,12/23/1989,1/9/1990
17912,"COROLLA, SAVANNAH",F,"$74,902.68 ",SHF,Sheriff's Office,Administration,Fulltime-Regular,Senior Executive Administrative Aide,THOMAS WHITE,Filled,10/9/1989,10/19/1989,11/5/1989,11/18/1989,11/27/1989,12/7/1989,12/20/1989,1/9/1990
17913,"PARADOWSKI, VEOLA",F,"$112,776.33 ",HHS,Department of Health and Human Services,Community Action Agency,Fulltime-Regular,Manager III,RICHARD THOMAS,Filled,11/17/1989,11/29/1989,12/2/1989,12/23/1989,12/31/1989,1/1/1990,1/2/1990,1/8/1990
17914,"MAGON, MARILYN",F,"$100,347.75 ",HHS,Department of Health and Human Services,Child and Adolescent Mental Health Clinic Services,Fulltime-Regular,Therapist II,MARIA TAYLOR,Filled,11/14/1989,11/22/1989,11/24/1989,12/9/1989,12/18/1989,12/27/1989,12/31/1989,1/7/1990
17915,"DMELLO, SHAWANA",F,"$134,352.26 ",FIN,Department of Finance,General Accounting,Fulltime-Regular,Program Manager II,MICHAEL GARCIA,Filled,10/13/1989,10/28/1989,11/5/1989,11/24/1989,12/8/1989,12/15/1989,12/30/1989,1/7/1990
17916,"AMSCHLER, LEONARDO",M,"$99,373.50 ",DGS,Department of General Services,Property Management,Fulltime-Regular,Property Manager II,PATRICIA WILLIAMS,Filled,10/10/1989,10/23/1989,11/6/1989,11/26/1989,12/5/1989,12/21/1989,12/26/1989,1/7/1990
17917,"KOSOWSKY, SONDRA",F,"$68,878.16 ",POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Services Assistant,JOSEPH JACKSON,Filled,10/21/1989,10/30/1989,11/9/1989,11/26/1989,12/4/1989,12/13/1989,12/24/1989,1/7/1990
17918,"FREDERIC, KURT",M,"$90,554.12 ",DLC,Department of Liquor Control,White Oak,Fulltime-Regular,Liquor Store Manager,JOHN BROWN,Filled,10/11/1989,10/17/1989,10/29/1989,11/18/1989,12/1/1989,12/8/1989,12/23/1989,1/7/1990
17919,"MCILWEE, EDWARDO",M,"$131,210.90 ",HHS,Department of Health and Human Services,Access to Behavioral Health Services,Fulltime-Regular,Manager III,MARIA TAYLOR,Filled,10/25/1989,11/16/1989,11/22/1989,12/3/1989,12/16/1989,12/20/1989,12/31/1989,1/6/1990
17920,"AUBRY, SELENE",F,"$102,153.00 ",DOT,Department of Transportation,Transit Management Services,Fulltime-Regular,Senior Financial Specialist,ROBERT MILLER,Filled,10/8/1989,10/20/1989,10/28/1989,11/20/1989,12/3/1989,12/15/1989,12/31/1989,1/6/1990
17921,"LARO, GRANVILLE",M,"$90,408.72 ",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,PATRICIA WILLIAMS,Filled,10/19/1989,11/1/1989,11/12/1989,11/30/1989,12/13/1989,12/23/1989,12/30/1989,1/5/1990
17922,"LABONTE, BRYNN",F,"$100,347.75 ",HHS,Department of Health and Human Services,Medication Assisted Treatment - Clinical and Vocational Services,Fulltime-Regular,Community Health Nurse II,MARIA TAYLOR,Filled,11/10/1989,11/14/1989,11/23/1989,12/6/1989,12/19/1989,12/23/1989,12/29/1989,1/5/1990
17923,"PIESTRAK, SAMARA",F,"$56,824.48 ",HHS,Department of Health and Human Services,Community Support Network for People with Disabilities,Parttime-Regular,Administrative Specialist I,MARIA TAYLOR,Filled,10/16/1989,10/22/1989,11/7/1989,11/29/1989,12/9/1989,12/18/1989,12/29/1989,1/5/1990
17924,"BATTERSBY, HUGH",M,"$74,902.68 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader II,BARBARA DAVIS,Filled,10/30/1989,11/11/1989,11/13/1989,11/30/1989,12/12/1989,12/17/1989,12/25/1989,1/5/1990
17925,"GOLDENSTEIN, KIM",M,"$62,753.78 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,ROBERT MILLER,Filled,10/17/1989,10/29/1989,11/3/1989,11/21/1989,11/28/1989,12/14/1989,12/24/1989,1/5/1990
17926,"DEBUSE, DAYSI",F,"$65,315.65 ",LIB,Department of Public Libraries,Poolesville Library,Parttime-Regular,Librarian I,SUSAN HERNANDEZ,Filled,10/20/1989,10/31/1989,11/10/1989,12/1/1989,12/14/1989,12/26/1989,1/1/1990,1/4/1990
17927,"GIANI, MICHAL",M,"$57,189.72 ",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Building Services Inspector,PATRICIA WILLIAMS,Filled,10/14/1989,10/30/1989,11/12/1989,12/1/1989,12/8/1989,12/17/1989,12/25/1989,1/4/1990
17928,"VILAY, SAMMY",M,"$105,290.82 ",HHS,Department of Health and Human Services,Information Systems and Technology,Fulltime-Regular,Information Technology Specialist III,MARIA TAYLOR,Filled,10/12/1989,10/26/1989,11/7/1989,11/27/1989,12/11/1989,12/16/1989,12/22/1989,1/4/1990
17929,"COMITZ, ARICA",F,"$100,347.75 ",COR,Correction and Rehabilitation,PTS Supervision,Fulltime-Regular,Correctional Specialist III,MARY SMITH,Filled,10/10/1989,10/24/1989,11/1/1989,11/15/1989,11/24/1989,12/6/1989,12/13/1989,1/4/1990
17930,"MAHOLICK, DIRK",M,"$121,575.64 ",HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Manager III,RICHARD THOMAS,Filled,10/21/1989,11/8/1989,11/15/1989,12/1/1989,12/12/1989,12/16/1989,12/24/1989,1/3/1990
17931,"BURCHINAL, SHAWANA",F,"$57,519.57 ",HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,RICHARD THOMAS,Filled,11/3/1989,11/7/1989,11/13/1989,12/4/1989,12/16/1989,12/19/1989,12/31/1989,1/2/1990
17932,"POINTE, ARLETTA",F,"$57,519.57 ",HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,RICHARD THOMAS,Filled,11/5/1989,11/20/1989,11/25/1989,12/12/1989,12/23/1989,12/26/1989,12/29/1989,1/2/1990
17933,"DENBLEYKER, AWILDA",F,"$75,637.02 ",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Community Services Aide III,RICHARD THOMAS,Filled,10/10/1989,10/23/1989,11/3/1989,11/26/1989,12/12/1989,12/17/1989,12/26/1989,1/2/1990
17934,"KEIR, CHRISTA",F,"$83,082.89 ",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,MARIA TAYLOR,Filled,10/28/1989,11/6/1989,11/9/1989,11/27/1989,12/7/1989,12/17/1989,12/26/1989,1/2/1990
17935,"DRABKIN, TAMARA",F,"$66,755.00 ",HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Office Services Coordinator,JENNIFER MARTINEZ,Filled,9/30/1989,10/18/1989,11/3/1989,11/28/1989,12/10/1989,12/20/1989,12/25/1989,1/2/1990
17936,"BEVERE, SOL",M,"$83,082.89 ",DTS,Department of Technology Services,ESOD Data Center Operations,Fulltime-Regular,Information Technology Specialist I,MICHAEL GARCIA,Filled,10/18/1989,11/2/1989,11/11/1989,11/30/1989,12/11/1989,12/18/1989,12/25/1989,1/2/1990
17937,"MARQUINA, CLEMENCIA",F,"$104,196.06 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Program Manager II,RICHARD THOMAS,Filled,10/30/1989,11/6/1989,11/14/1989,11/27/1989,12/6/1989,12/13/1989,12/25/1989,1/2/1990
17938,"CAVENY, SOON",F,"$94,789.62 ",HHS,Department of Health and Human Services,Contract Team,Fulltime-Regular,Program Manager I,JENNIFER MARTINEZ,Filled,10/3/1989,10/12/1989,10/22/1989,11/14/1989,11/27/1989,12/9/1989,12/25/1989,1/2/1990
17939,"BORTZFIELD, UN",F,"$83,082.89 ",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,DAVID ANDERSON,Filled,10/16/1989,10/24/1989,11/3/1989,11/26/1989,12/7/1989,12/15/1989,12/24/1989,1/2/1990
17940,"STILLWELL, BARTON",M,"$79,251.29 ",COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/5/1989,11/12/1989,11/19/1989,12/3/1989,12/8/1989,12/10/1989,12/16/1989,1/2/1990
17941,"STEDHAM, KRISTINE",F,"$68,878.16 ",SHF,Sheriff's Office,Sheriff Domestic Violence,Fulltime-Regular,Public Safety Telephone Reporting Aide I,THOMAS WHITE,Filled,10/1/1989,10/18/1989,10/23/1989,11/10/1989,11/24/1989,12/6/1989,12/13/1989,1/2/1990
17942,"SUERMANN, MARYBETH",F,"$50,173.88 ",HHS,Department of Health and Human Services,Access to Behavioral Health Services,Parttime-Regular,Therapist II,DAVID ANDERSON,Filled,10/29/1989,11/16/1989,11/20/1989,12/8/1989,12/15/1989,12/24/1989,12/29/1989,1/1/1990
17943,"MACHOLZ, MARYJANE",F,"$60,268.38 ",HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician II,MARIA TAYLOR,Filled,11/13/1989,11/18/1989,11/21/1989,12/3/1989,12/10/1989,12/19/1989,12/26/1989,1/1/1990
17944,"MALCOMSON, TIFANY",F,"$57,519.57 ",HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,JENNIFER MARTINEZ,Filled,10/14/1989,10/28/1989,11/10/1989,11/25/1989,12/8/1989,12/16/1989,12/24/1989,1/1/1990
17945,"RUDRUD, OLYMPIA",F,"$91,295.08 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist III,DAVID ANDERSON,Filled,10/11/1989,10/30/1989,11/14/1989,12/2/1989,12/9/1989,12/18/1989,12/23/1989,1/1/1990
17946,"PURFEERST, AMADA",F,"$90,408.72 ",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Supervisor,CHARLES MOORE,Filled,10/30/1989,11/4/1989,11/8/1989,11/27/1989,12/8/1989,12/18/1989,12/23/1989,1/1/1990
17947,"PEDUTO, JOHN",F,"$83,082.89 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,DAVID ANDERSON,Filled,10/19/1989,10/28/1989,11/7/1989,11/23/1989,12/2/1989,12/14/1989,12/21/1989,1/1/1990
17948,"AMENGUAL, HUEY",M,"$79,251.29 ",COR,Correction and Rehabilitation,DS MCCF Facilities Maintenance,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,10/14/1989,10/25/1989,10/31/1989,11/20/1989,12/2/1989,12/11/1989,12/16/1989,1/1/1990
17949,"LEVEY, IDELL",F,"$84,551.00 ",POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,Fulltime-Regular,Administrative Specialist II,DOROTHY THOMPSON,Filled,9/16/1989,9/26/1989,10/6/1989,10/26/1989,11/12/1989,12/1/1989,12/15/1989,1/1/1990
17950,"COE, STEVE",M,"$84,551.00 ",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Administrative Specialist II,DOROTHY THOMPSON,Filled,10/1/1989,10/14/1989,10/25/1989,11/19/1989,11/27/1989,12/8/1989,12/13/1989,1/1/1990
17951,"VANBEVER, BLAKE",M,"$104,196.06 ",DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Senior Financial Specialist,PATRICIA WILLIAMS,Filled,11/6/1988,11/22/1988,11/30/1988,12/17/1988,12/30/1988,1/8/1989,1/22/1989,1/31/1989
17952,"VANGIESEN, CAITLIN",F,"$75,637.02 ",HHS,Department of Health and Human Services,Urine Monitoring Program,Fulltime-Regular,Community Services Aide III,RICHARD THOMAS,Filled,11/10/1988,11/25/1988,12/2/1988,12/20/1988,1/3/1989,1/16/1989,1/28/1989,1/30/1989
17953,"CLAUSON, JUDE",M,"$100,347.75 ",HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,Fulltime-Regular,Therapist II,RICHARD THOMAS,Filled,11/25/1988,12/16/1988,12/25/1988,1/10/1989,1/16/1989,1/19/1989,1/24/1989,1/30/1989
17954,"GENTRY, KENTON",M,"$62,753.78 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,ROBERT MILLER,Filled,11/21/1988,12/1/1988,12/6/1988,12/26/1988,1/8/1989,1/14/1989,1/23/1989,1/30/1989
17955,"RINGLER, ANGELO",M,"$60,447.14 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Depot Supply Coordinator,ROBERT MILLER,Filled,11/7/1988,11/17/1988,11/30/1988,12/20/1988,12/31/1988,1/8/1989,1/22/1989,1/30/1989
17956,"BALLIEW, YASUKO",F,"$132,906.46 ",HHS,Department of Health and Human Services,Head Start/Pre-K (Health),Fulltime-Regular,Manager III,MARIA TAYLOR,Filled,11/28/1988,12/9/1988,12/12/1988,12/31/1988,1/10/1989,1/13/1989,1/20/1989,1/30/1989
17957,"FABRICIUS, MELVIN",M,"$87,087.53 ",DEP,Department of Environmental Protection,Solid Waste Services Recycling,Fulltime-Regular,Program Specialist II,PATRICIA WILLIAMS,Filled,11/10/1988,11/19/1988,11/30/1988,12/16/1988,12/31/1988,1/5/1989,1/15/1989,1/30/1989
17958,"FORNES, AIKO",F,"$74,118.76 ",DHS,Office of Emergency Management and Homeland Security,Director's Office,Fulltime-Regular,Administrative Specialist II,JOHN BROWN,Filled,10/30/1988,11/18/1988,11/28/1988,12/16/1988,12/27/1988,1/4/1989,1/15/1989,1/30/1989
17959,"LALIMA, RHEBA",F,"$26,078.06 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,MARGARET MARTIN,Filled,10/30/1988,11/12/1988,11/22/1988,12/11/1988,12/21/1988,1/1/1989,1/15/1989,1/28/1989
17960,"HOLDERBY, TIESHA",F,"$97,196.57 ",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Supervisor,MARIA TAYLOR,Filled,11/11/1988,11/23/1988,12/1/1988,12/14/1988,12/22/1988,12/30/1988,1/14/1989,1/28/1989
17961,"GESSE, LYLA",F,"$26,078.06 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,THOMAS WHITE,Filled,10/25/1988,11/5/1988,11/17/1988,12/8/1988,12/21/1988,1/1/1989,1/13/1989,1/28/1989
17962,"CHESKY, ROY",M,"$102,153.00 ",FRS,Fire and Rescue Services,Fire Chief's Executive Office,Fulltime-Regular,Program Manager II,ELIZABETH RODRIGUEZ,Filled,11/14/1988,11/26/1988,12/6/1988,12/21/1988,1/3/1989,1/7/1989,1/11/1989,1/28/1989
17963,"LORFING, LUPITA",F,"$86,242.02 ",POL,Department of Police,MSB Information Management and Technology Division,Fulltime-Regular,Administrative Specialist II,CHARLES MOORE,Filled,11/19/1988,11/27/1988,12/3/1988,12/18/1988,1/1/1989,1/6/1989,1/7/1989,1/28/1989
17964,"MASCHAL, MAISIE",F,"$132,100.38 ",HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,Fulltime-Regular,Manager III,MARIA TAYLOR,Filled,11/11/1988,11/24/1988,12/5/1988,12/25/1988,1/6/1989,1/21/1989,1/23/1989,1/27/1989
17965,"CHAREZ, FREDDY",M,"$59,901.71 ",DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Warehouse Equipment Operator,JOHN BROWN,Filled,11/15/1988,11/23/1988,12/4/1988,12/22/1988,1/5/1989,1/19/1989,1/23/1989,1/27/1989
17966,"RHYMER, DEANE",F,"$128,926.27 ",FIN,Department of Finance,Management and Operations - Director,Fulltime-Regular,Manager III,MICHAEL GARCIA,Filled,10/28/1988,11/15/1988,11/24/1988,12/13/1988,12/28/1988,1/4/1989,1/21/1989,1/27/1989
17967,"RICH, FRANCES",M,"$170,754.00 ",HHS,Department of Health and Human Services,"Chief, Aging and Disability Services",Fulltime-Regular,Chief Aging and Disability Services,MARIA TAYLOR,Filled,11/22/1988,11/28/1988,12/3/1988,12/23/1988,1/6/1989,1/12/1989,1/19/1989,1/27/1989
17968,"SCHLUETER, TOMAS",M,"$75,637.02 ",DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Mechanic Technician II,PATRICIA WILLIAMS,Filled,11/15/1988,11/19/1988,11/25/1988,12/19/1988,1/4/1989,1/10/1989,1/18/1989,1/27/1989
17969,"SAGLE, NOLAN",M,"$100,347.75 ",COR,Correction and Rehabilitation,PRRS Reentry Services and Programs,Fulltime-Regular,Correctional Specialist III,JAMES JOHNSON,Filled,11/18/1988,11/28/1988,12/3/1988,12/22/1988,1/6/1989,1/15/1989,1/17/1989,1/27/1989
17970,"WICHSER, CEDRIC",M,"$95,718.93 ",DPS,Department of Permitting Services,Site Plan Enforcement,Fulltime-Regular,Permitting and Code Enforcement Inspector III,BARBARA DAVIS,Filled,11/17/1988,11/26/1988,12/2/1988,12/19/1988,12/29/1988,1/10/1989,1/14/1989,1/27/1989
17971,"KOKOT, CASSONDRA",F,"$104,196.06 ",HHS,Department of Health and Human Services,Adult Shelters,Fulltime-Regular,Social Worker IV,DAVID ANDERSON,Filled,10/19/1988,11/9/1988,11/18/1988,12/5/1988,12/20/1988,12/31/1988,1/11/1989,1/27/1989
17972,"VANDERARK, LOUETTA",F,"$121,842.44 ",CCL,County Council,Council Central Staff,Fulltime-Regular,Manager III,MARY SMITH,Filled,10/31/1988,11/10/1988,11/14/1988,12/2/1988,12/13/1988,12/29/1988,1/8/1989,1/27/1989
17973,"MADANI, REYES",M,"$106,595.69 ",POL,Department of Police,PSB 4th District Community Action Team,Fulltime-Regular,Police Sergeant,DOROTHY THOMPSON,Filled,10/25/1988,10/31/1988,11/10/1988,11/30/1988,12/12/1988,12/22/1988,1/2/1989,1/27/1989
17974,"SCHMEHL, ZENIA",F,"$91,295.08 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist III,DAVID ANDERSON,Filled,11/10/1988,11/20/1988,12/4/1988,12/26/1988,1/8/1989,1/17/1989,1/22/1989,1/26/1989
17975,"JARVELA, MAGNOLIA",F,"$68,878.16 ",DGS,Department of General Services,Facilities,Fulltime-Regular,Office Services Coordinator,PATRICIA WILLIAMS,Filled,11/11/1988,11/20/1988,11/28/1988,12/17/1988,12/30/1988,1/10/1989,1/22/1989,1/26/1989
17976,"RANIA, GRANT",M,"$65,736.66 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/13/1988,11/23/1988,11/27/1988,12/18/1988,12/28/1988,1/7/1989,1/15/1989,1/26/1989
17977,"MIKOLOWSKI, LOUIS",M,"$155,746.00 ",CCL,County Council,Council Central Staff,Fulltime-Regular,Manager II,MARY SMITH,Filled,11/11/1988,11/25/1988,12/1/1988,12/17/1988,12/30/1988,1/7/1989,1/19/1989,1/25/1989
17978,"BEETHE, BENITO",M,"$86,242.02 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader IV,LINDA JONES,Filled,11/16/1988,11/22/1988,12/4/1988,12/19/1988,12/31/1988,1/13/1989,1/18/1989,1/25/1989
17979,"SIGGINS, BARI",F,"$104,196.06 ",DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Management and Budget Specialist III,PATRICIA WILLIAMS,Filled,10/29/1988,11/11/1988,11/22/1988,12/11/1988,12/27/1988,1/5/1989,1/16/1989,1/25/1989
17980,"VANDERKOOI, EMMANUEL",M,"$26,078.06 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,MARGARET MARTIN,Filled,11/16/1988,11/26/1988,12/6/1988,12/26/1988,12/31/1988,1/4/1989,1/11/1989,1/25/1989
17981,"FARADAY, GERMAINE",F,"$86,242.02 ",DEP,Department of Environmental Protection,Solid Waste Services Administration,Fulltime-Regular,Administrative Specialist II,JAMES JOHNSON,Filled,11/29/1988,12/5/1988,12/17/1988,1/4/1989,1/13/1989,1/21/1989,1/22/1989,1/24/1989
17982,"GUTSTEIN, MEAGHAN",F,"$72,174.16 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Transit Coordinator,BARBARA DAVIS,Filled,11/16/1988,12/7/1988,12/11/1988,12/27/1988,1/11/1989,1/15/1989,1/20/1989,1/24/1989
